sym	name	type	EnsemblID	EntrezGeneID	OMIMID	RefSeqID	UniProtID	UCSCID	start	end	strand	GO_C	GO_F	GO_P	HPAclass	HPAlocation	HPAprognostic	HPAcancerCat	HPAtissueCat	HPAspecificExpr	HPAnonSpecificExpr
TPD52L2	tumor protein D52 like 2	protein	ENSG00000101150	7165	603747	NM_001243891	O43399	uc002ygz.4	63865228	63891545	1	NA	GO:0003723	NA	Plasma proteins, Predicted intracellular proteins	Vesicles<br>Cytosol	Renal cancer:1.74e-8 (unfavourable), Liver cancer:1.39e-5 (unfavourable)	Expressed in all	Expressed in all	NA	smooth muscle: 105.2
TPX2	TPX2, microtubule nucleation factor	protein	ENSG00000088325	22974	605917	NM_012112	Q9ULW0	uc002wwp.2	31739271	31801805	1	GO:0005815	GO:0019899	GO:0000278	Cancer-related genes, Predicted intracellular proteins	Nucleoplasm<br>Cytokinetic bridge<br>Mitotic spindle<br>Microtubule organizing center	Renal cancer:0.00e+0 (unfavourable), Liver cancer:8.07e-7 (unfavourable), Endometrial cancer:2.43e-6 (unfavourable), Pancreatic cancer:2.68e-5 (unfavourable), Lung cancer:6.46e-4 (unfavourable)	Expressed in all	Tissue enhanced	testis: 55.6	lymph node: 31.4
TRIB3	tribbles pseudokinase 3	protein	ENSG00000101255	57761	607898	NM_001301188	Q96RU7	uc002wdm.4	362835	397559	1	GO:0005886	GO:0000988	GO:0006950	Enzymes, Predicted intracellular proteins	Nucleus<br>Nuclear membrane<br>Nucleoli	Renal cancer:2.07e-13 (unfavourable), Liver cancer:6.75e-5 (unfavourable), Head and neck cancer:1.70e-4 (unfavourable)	Expressed in all	Tissue enhanced	thyroid gland: 51.4	liver: 12.5
TRMT6	tRNA methyltransferase 6	protein	ENSG00000089195	51605	NA	NM_001281467	Q9UJA5	uc002wmh.3	5937235	5950558	-1	GO:0005654	GO:0003723	GO:0006399	Predicted intracellular proteins	Nucleus	Liver cancer:4.70e-12 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 25.4
TRPC4AP	transient receptor potential cation channel subfamily C member 4 associated protein	protein	ENSG00000100991	26133	608430	NM_015638	Q8TEL6	uc002xbk.4	35002404	35092871	-1	GO:0005886	GO:0022857	GO:0021700	Predicted intracellular proteins	Cytosol	Liver cancer:6.25e-8 (unfavourable), Renal cancer:1.17e-5 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 72.6
TSHZ2	teashirt zinc finger homeobox 2	protein	ENSG00000182463	128553	614118	NM_001193421	Q9NRE2	uc002xwo.3	52972407	53495330	1	GO:0005634	GO:0003700	GO:0048856	Predicted intracellular proteins, Transcription factors	Nucleoplasm<br>Golgi apparatus	NA	Mixed	Mixed	NA	ovary: 21.7
TTI1	TELO2 interacting protein 1	protein	ENSG00000101407	9675	614425	NM_001303457	O43156	uc002xhm.4	37983007	38033468	-1	GO:0005737	GO:0003674	GO:0008150	Predicted intracellular proteins	Nucleoplasm<br>Vesicles	Liver cancer:2.40e-7 (unfavourable), Endometrial cancer:3.30e-5 (unfavourable)	Expressed in all	Expressed in all	NA	testis,thyroid gland: 20.3
TTPAL	alpha tocopherol transfer protein like	protein	ENSG00000124120	79183	NA	NM_001039199	Q9BTX7	uc002xmd.2	44475886	44494603	1	GO:0005575	NA	NA	Plasma proteins, Predicted intracellular proteins	Golgi apparatus<br>Cytosol	Endometrial cancer:3.47e-5 (unfavourable), Renal cancer:8.09e-5 (unfavourable), Head and neck cancer:2.94e-4 (unfavourable)	Expressed in all	Mixed	NA	skin: 14.9
TUBB1	tubulin beta 1 class VI	protein	ENSG00000101162	81027	612901	NM_030773	Q9H4B7	uc002yak.3	59019254	59026654	1	GO:0005737	GO:0003924	GO:0007010	Disease related genes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins	NA	NA	Not detected	Group enriched	bone marrow: 4.8;lung: 2.1;placenta: 1.5;spleen: 5.6;testis: 1.5	gallbladder: 0.5
UBE2C	ubiquitin conjugating enzyme E2 C	protein	ENSG00000175063	11065	605574	NM_001281741	O00762	uc002xpm.4	45812576	45816957	1	GO:0005654	GO:0019899	GO:0051301	Cancer-related genes, Enzymes, Predicted intracellular proteins	Plasma membrane<br>Cytosol	Renal cancer:0.00e+0 (unfavourable), Liver cancer:6.24e-6 (unfavourable), Pancreatic cancer:6.91e-4 (unfavourable)	Expressed in all	Mixed	NA	tonsil: 56.9
UBE2V1	ubiquitin conjugating enzyme E2 V1	protein	ENSG00000244687	7335	602995	NM_001032288	Q13404	uc002xva.5	50081124	50115959	-1	GO:0005654	GO:0019899	GO:0006259	Predicted intracellular proteins	Nucleoplasm	Renal cancer:4.58e-5 (unfavourable)	Expressed in all	Expressed in all	NA	cerebral cortex: 109.7
UBOX5	U-box domain containing 5	protein	ENSG00000185019	22888	NA	NM_001267584	O94941	uc002whw.5	3107573	3160196	-1	GO:0005654	GO:0019899	GO:0006464	Enzymes, Predicted intracellular proteins	Nucleoplasm	Pancreatic cancer:1.80e-5 (favourable), Head and neck cancer:4.52e-5 (favourable)	Expressed in all	Expressed in all	NA	fallopian tube: 7.1
UCKL1	uridine-cytidine kinase 1 like 1	protein	ENSG00000198276	54963	610866	NM_001193379	Q9NWZ5	uc011abm.3	63939829	63956415	-1	GO:0005829	GO:0016301	GO:0044403	Enzymes, Predicted intracellular proteins	Endoplasmic reticulum	Pancreatic cancer:4.42e-4 (favourable)	Expressed in all	Expressed in all	NA	spleen: 40.1
UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	protein	ENSG00000101019	55245	611797	NM_001184977	Q9NVA1	NA	35302566	35412141	-1	GO:0031410	GO:0003674	GO:0065003	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Nucleoplasm<br>Plasma membrane<br>Actin filaments	NA	Expressed in all	Expressed in all	NA	parathyroid gland: 43.4
VAPB	VAMP associated protein B and C	protein	ENSG00000124164	9217	605704	NM_001195677	O95292	uc002xza.4	58389122	58451101	1	GO:0005794	GO:0008092	GO:0061024	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Endoplasmic reticulum	Renal cancer:1.08e-8 (favourable)	Expressed in all	Expressed in all	NA	cerebral cortex: 42.4
VPS16	VPS16, CORVET/HOPS core subunit	protein	ENSG00000215305	64601	608550	NM_022575	Q9H269	uc002whe.5	2840703	2866732	1	GO:0005764	GO:0008092	GO:0007034	Disease related genes, Predicted intracellular proteins	NA	Pancreatic cancer:5.89e-5 (favourable), Renal cancer:8.02e-5 (unfavourable), Liver cancer:1.43e-4 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 29.5
VSTM2L	V-set and transmembrane domain containing 2 like	protein	ENSG00000132821	128434	616537	NM_080607	Q96N03	uc002xhk.5	37903104	37945350	1	GO:0005576	GO:0003674	GO:0008150	Predicted secreted proteins	NA	Endometrial cancer:1.63e-5 (unfavourable), Urothelial cancer:8.14e-4 (unfavourable)	Group enriched	Tissue enhanced	cerebral cortex: 55.1	gallbladder: 26.8
VSX1	visual system homeobox 1	protein	ENSG00000100987	30813	605020	NM_001256271	Q9NZR4	uc002wuf.5	25070885	25082365	-1	GO:0005634	GO:0003700	GO:0021700	Disease related genes, Predicted intracellular proteins, Transcription factors	NA	NA	Not detected	Tissue enhanced	ovary: 1.7	cerebral cortex: 1.4
WFDC2	WAP four-disulfide core domain 2	protein	ENSG00000101443	10406	617548	NM_006103	Q14508	uc002xoo.4	45469706	45481532	1	GO:0005615	GO:0030234	GO:0008150	Cancer-related genes, Predicted intracellular proteins, Predicted secreted proteins	Cytosol	Renal cancer:4.44e-5 (favourable), Glioma:5.87e-5 (unfavourable)	Expressed in all	Tissue enriched	cervix, uterine: 6567.2	seminal vesicle: 1051.7
WFDC3	WAP four-disulfide core domain 3	protein	ENSG00000124116	140686	NA	NM_080614	Q8IUB2	uc002xpf.1	45747944	45791932	-1	GO:0005576	GO:0030234	GO:0008150	Predicted intracellular proteins, Predicted secreted proteins	NA	NA	Mixed	Tissue enriched	testis: 31.9	breast: 1.7
WFDC5	WAP four-disulfide core domain 5	protein	ENSG00000175121	149708	605161	NM_145652	Q8TCV5	uc002xne.2	45109452	45115172	-1	GO:0005576	GO:0030234	GO:0008150	Predicted secreted proteins	NA	Renal cancer:2.32e-5 (unfavourable)	Tissue enhanced	Tissue enriched	skin: 468.5	breast: 13.2
WFDC6	WAP four-disulfide core domain 6	protein	ENSG00000243543	140870	NA	NM_080827	Q9BQY6	uc002xos.2	45534196	45539495	-1	GO:0005576	GO:0030234	GO:0008150	Predicted secreted proteins	NA	NA	Tissue enhanced	Group enriched	epididymis: 323.7;testis: 83.8	fallopian tube: 12.5
WFDC8	WAP four-disulfide core domain 8	protein	ENSG00000158901	90199	NA	NM_130896	Q8IUA0	uc002xow.4	45551153	45579326	-1	GO:0005576	GO:0030234	GO:0008150	Predicted secreted proteins	NA	NA	Not detected	Tissue enriched	epididymis: 487.6	seminal vesicle: 1.1
WFDC9	WAP four-disulfide core domain 9	protein	ENSG00000180205	259240	NA	NM_147198	Q8NEX5	uc002xoy.3	45607939	45631268	-1	GO:0005576	GO:0003674	NA	Predicted intracellular proteins	NA	NA	Not detected	Tissue enriched	epididymis: 1257.7	seminal vesicle: 3.1
WFDC10A	WAP four-disulfide core domain 10A	protein	ENSG00000180305	140832	NA	NM_080753	Q9H1F0	uc002xoz.4	45629526	45631196	1	GO:0005576	GO:0030234	GO:0008150	Predicted secreted proteins	NA	NA	Not detected	Tissue enriched	epididymis: 175.8	seminal vesicle: 0.4
WFDC10B	WAP four-disulfide core domain 10B	protein	ENSG00000182931	280664	NA	NM_172006	Q8IUB3	uc002xpc.4	45684653	45705019	-1	GO:0005576	GO:0030234	GO:0008150	Predicted intracellular proteins, Predicted secreted proteins	NA	NA	Tissue enhanced	Tissue enriched	epididymis: 33.3	testis: 2.7
WFDC11	WAP four-disulfide core domain 11	protein	ENSG00000180083	259239	NA	NM_147197	Q8NEX6	uc061xin.1	45648563	45670270	-1	GO:0005576	NA	NA	Predicted secreted proteins	NA	NA	Not detected	Tissue enriched	epididymis: 115.8	testis: 8.5
WFDC12	WAP four-disulfide core domain 12	protein	ENSG00000168703	128488	609872	NM_080869	Q8WWY7	uc002xnf.2	45123425	45124465	-1	GO:0005576	GO:0030234	GO:0006950	Predicted secreted proteins	NA	Renal cancer:5.65e-4 (unfavourable)	Group enriched	Tissue enriched	skin: 49.7	seminal vesicle: 4.3
WFDC13	WAP four-disulfide core domain 13	protein	ENSG00000168634	164237	NA	NM_172005	Q8IUB5	uc002xpd.3	45702016	45708817	1	GO:0005576	GO:0030234	GO:0008150	Predicted secreted proteins	NA	NA	Not detected	Tissue enriched	epididymis: 106.6	seminal vesicle: 0.3
WISP2	WNT1 inducible signaling pathway protein 2	protein	ENSG00000064205	8839	603399	NM_001323369	O76076	uc061xfx.1	44714844	44728509	1	GO:0005578	GO:0043167	GO:0007267	Plasma proteins, Predicted secreted proteins	NA	NA	Tissue enhanced	Tissue enhanced	cervix, uterine: 459.5;ovary: 167.2	breast: 70.0
XKR7	XK related 7	protein	ENSG00000260903	343702	NA	NM_001011718	Q5GH72	uc002wxe.4	31968002	32003387	1	GO:0005575	NA	NA	Predicted membrane proteins	NA	NA	Not detected	Tissue enriched	cerebral cortex: 3.6	adrenal gland,testis: 0.3
XRN2	5'-3' exoribonuclease 2	protein	ENSG00000088930	22803	608851	NM_001317960	Q9H0D6	uc002wsf.2	21303304	21389827	1	GO:0005730	GO:0004518	GO:0034655	Predicted intracellular proteins	Nucleus<br>Nucleoli	Liver cancer:3.54e-5 (unfavourable)	Expressed in all	Expressed in all	NA	parathyroid gland: 75.0
YTHDF1	YTH N6-methyladenosine RNA binding protein 1	protein	ENSG00000149658	54915	616529	NM_017798	Q9BYJ9	uc002yeh.4	63195429	63216234	-1	GO:0005737	GO:0003723	GO:0008150	Predicted intracellular proteins	NA	Liver cancer:1.65e-5 (unfavourable), Breast cancer:7.96e-4 (unfavourable), Thyroid cancer:9.60e-4 (unfavourable)	Expressed in all	Expressed in all	NA	thyroid gland: 42.4
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	protein	ENSG00000166913	7529	601289	NM_003404	P31946	uc002xmu.5	44885676	44908532	1	GO:0031410	GO:0000988	GO:0006605	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Cytosol	Liver cancer:1.91e-6 (unfavourable), Renal cancer:2.52e-5 (favourable), Endometrial cancer:5.46e-4 (unfavourable), Lung cancer:6.01e-4 (unfavourable), Head and neck cancer:6.14e-4 (unfavourable), Breast cancer:9.18e-4 (unfavourable)	Expressed in all	Expressed in all	NA	cerebral cortex: 445.0
ZBP1	Z-DNA binding protein 1	protein	ENSG00000124256	81030	606750	NM_001160417	Q9H171	uc002xyo.4	57603846	57620576	-1	GO:0005737	GO:0016810	GO:0002376	Predicted intracellular proteins	NA	NA	Mixed	Mixed	NA	spleen: 29.8
ZBTB46	zinc finger and BTB domain containing 46	protein	ENSG00000130584	140685	614639	NM_025224	Q86UZ6	uc061ypq.1	63743666	63831244	-1	GO:0005634	GO:0043167	GO:0009058	Predicted intracellular proteins, Transcription factors	Nucleus	Pancreatic cancer:2.17e-4 (favourable)	Expressed in all	Mixed	NA	spleen: 13.3
ZCCHC3	zinc finger CCHC-type containing 3	protein	ENSG00000247315	85364	NA	NM_033089	Q9NUD5	uc032oxz.2	296968	300321	1	NA	GO:0003723	NA	Predicted intracellular proteins	Vesicles	Pancreatic cancer:1.29e-4 (favourable)	Expressed in all	Expressed in all	NA	placenta: 23.2
ZFP64	ZFP64 zinc finger protein	protein	ENSG00000020256	55734	NA	NM_001319146	Q9NPA5, Q9NTW7	uc002xwk.4	52051663	52204308	-1	GO:0005634	GO:0003677	GO:0009058	Predicted intracellular proteins, Transcription factors	Nucleus	Liver cancer:9.86e-7 (unfavourable)	Expressed in all	Expressed in all	NA	skin: 13.8
ZGPAT	zinc finger CCCH-type and G-patch domain containing	protein	ENSG00000197114	84619	NA	NM_001083113	Q8N5A5	uc002ygi.3	63707465	63736142	1	GO:0005886	GO:0003700	GO:0009058	Predicted intracellular proteins, Transcription factors	Nucleus<br>Plasma membrane	Head and neck cancer:6.17e-5 (favourable)	Expressed in all	Expressed in all	NA	liver: 27.5
ZHX3	zinc fingers and homeoboxes 3	protein	ENSG00000174306	23051	609598	NM_015035	Q9H4I2	uc002xju.2	41178448	41317672	-1	GO:0005654	GO:0000988	GO:0030154	Plasma proteins, Predicted intracellular proteins, Transcription factors	Nucleoplasm	Urothelial cancer:1.84e-5 (unfavourable), Renal cancer:2.53e-5 (favourable), Endometrial cancer:1.62e-4 (unfavourable), Thyroid cancer:7.52e-4 (unfavourable)	Expressed in all	Expressed in all	NA	testis: 43.5
ZMYND8	zinc finger MYND-type containing 8	protein	ENSG00000101040	23613	615713	NM_001281769	Q9ULU4	uc061xnt.1	47209214	47356889	-1	GO:0005737	GO:0042393	GO:0006464	Predicted intracellular proteins	Nucleoplasm<br>Golgi apparatus	Renal cancer:7.06e-5 (unfavourable), Breast cancer:2.56e-4 (unfavourable), Liver cancer:2.62e-4 (unfavourable)	Expressed in all	Expressed in all	NA	epididymis: 40.5
ZNF133	zinc finger protein 133	protein	ENSG00000125846	7692	604075	NM_001083330	P52736	uc032pck.2	18288283	18316996	1	GO:0005634	GO:0003700	GO:0009058	Predicted intracellular proteins, Transcription factors	Nucleus<br>Vesicles	Liver cancer:4.46e-6 (unfavourable), Renal cancer:2.20e-5 (unfavourable)	Expressed in all	Expressed in all	NA	epididymis: 20.1
ZNF217	zinc finger protein 217	protein	ENSG00000171940	7764	602967	NM_006526	O75362	uc002xwq.5	53567065	53609907	-1	GO:0005739	GO:0003700	GO:0048856	Predicted intracellular proteins, Transcription factors	Nuclear speckles	NA	Expressed in all	Mixed	NA	testis: 41.2
ZNF334	zinc finger protein 334	protein	ENSG00000198185	55713	NA	NM_001270497	Q9HCZ1	uc002xsc.5	46499630	46513559	-1	GO:0005634	GO:0003700	GO:0009058	Predicted intracellular proteins, Transcription factors	Nucleus<br>Cytosol	NA	Mixed	Mixed	NA	ovary: 19.4
ZNF335	zinc finger protein 335	protein	ENSG00000198026	63925	610827	NM_022095	Q9H4Z2	uc002xqw.4	45948653	45972172	-1	GO:0005654	GO:0003677	GO:0009790	Disease related genes, Predicted intracellular proteins, Transcription factors	Nucleoplasm	Renal cancer:2.77e-5 (unfavourable), Liver cancer:1.59e-4 (unfavourable), Head and neck cancer:4.48e-4 (favourable), Prostate cancer:7.04e-4 (unfavourable)	Expressed in all	Expressed in all	NA	skin: 24.6
ZNF337	zinc finger protein 337	protein	ENSG00000130684	26152	NA	NM_001290261	Q9Y3M9	uc002wvc.4	25674215	25696841	-1	GO:0005634	GO:0003677	GO:0009058	Predicted intracellular proteins, Transcription factors	Nuclear speckles<br>Plasma membrane	Renal cancer:2.87e-6 (unfavourable)	Mixed	Expressed in all	NA	parathyroid gland: 27.9
ZNF341	zinc finger protein 341	protein	ENSG00000131061	84905	NA	NM_001282933	Q9BYN7	uc002wzx.5	33731657	33792269	1	GO:0005634	GO:0003700	GO:0009058	Predicted intracellular proteins, Transcription factors	Nucleoplasm<br>Vesicles	Liver cancer:1.87e-4 (unfavourable), Head and neck cancer:3.93e-4 (favourable)	Expressed in all	Mixed	NA	testis: 2.3
ZNF343	zinc finger protein 343	protein	ENSG00000088876	79175	NA	NM_001282495	Q6P1L6	uc002wge.2	2481817	2524702	-1	GO:0005634	GO:0003677	GO:0009058	Plasma proteins, Predicted intracellular proteins, Transcription factors	Nucleoplasm	Liver cancer:1.38e-6 (unfavourable), Renal cancer:4.53e-5 (unfavourable)	Expressed in all	Mixed	NA	parathyroid gland: 15.6
ZNF512B	zinc finger protein 512B	protein	ENSG00000196700	57473	617886	NM_020713	Q96KM6	uc061yqm.1	63956702	63969865	-1	GO:0005634	GO:0003677	GO:0009058	Plasma proteins, Predicted intracellular proteins, Transcription factors	Nucleoplasm	NA	Expressed in all	Expressed in all	NA	cerebral cortex,parathyroid gland: 16.9
ZNF831	zinc finger protein 831	protein	ENSG00000124203	128611	NA	NM_178457	Q5JPB2	uc002yan.4	59123381	59259113	1	GO:0005634	GO:0003700	GO:0048856	Predicted intracellular proteins	NA	NA	Not detected	Tissue enhanced	lymph node: 7.1	spleen: 3.6
ZNFX1	zinc finger NFX1-type containing 1	protein	ENSG00000124201	57169	NA	NM_021035	Q9P2E3	uc002xui.5	49237946	49278426	-1	GO:0005634	GO:0003700	GO:0008150	Plasma proteins, Predicted intracellular proteins, Transcription factors	Mitochondria	NA	Expressed in all	Expressed in all	NA	parathyroid gland: 27.1
ZSWIM1	zinc finger SWIM-type containing 1	protein	ENSG00000168612	90204	NA	NM_080603	Q9BR11	uc010ghi.4	45881227	45885266	1	GO:0005634	GO:0043167	NA	Predicted intracellular proteins	Plasma membrane<br>Cytosol	Pancreatic cancer:1.77e-4 (favourable), Liver cancer:5.47e-4 (unfavourable)	Expressed in all	Expressed in all	NA	thyroid gland: 9.3
ZSWIM3	zinc finger SWIM-type containing 3	protein	ENSG00000132801	140831	NA	NM_080752	Q96MP5	uc002xqd.4	45857617	45879122	1	NA	GO:0043167	NA	Predicted intracellular proteins	Nucleoli fibrillar center<br>Vesicles<br>Cytosol	Breast cancer:9.32e-5 (unfavourable), Endometrial cancer:4.21e-4 (unfavourable)	Expressed in all	Mixed	NA	testis: 5.2
